# Configuration
#   Username: nwmr
#   Timestamp: 2025-10-03 08:01:34.918281250 -04:00
#   Application: spex v0.0.118
#   References: `N132962 15 keV` revision 477 - 2025-10-02 21:29:04 -04:00
# Configuration warnings
#   The Duane-Hunt (14.83 keV) for CeO2 standard for 'N132962' detector differs by more than 1 % from the beam energy (15.00 keV)!!
#   There are no suitable references for [Pb M₃-M₄ and 1 others; 0.0015>.
# Spectrum
#   GMIIIA K491[0][all]['GMIIIA K491[0][4].msa']
# Fit warnings
#   The k-ratio '[Zr L₁-L₃ + 1 other] = -0.0363 ± 0.0048' is more than 3σ negative.
#   The k-ratio '[Ti L₃-M₅ + 13 others] = -0.00741 ± 0.00073' is more than 3σ negative.
#   The k-ratio '[Pb M₂-M₄] = -0.62 ± 0.17' is more than 3σ negative.
#   The k-ratio '[Ta M₅-N₃ + 2 others] = -0.2924 ± 0.0027' is more than 3σ negative.
#   The k-ratio '[Ce M₁-O₃ + 1 other] = -27.06 ± 0.33' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K491[0][all],B,5,10.81,0.03316,0.02406,0.03051,0.02147,0.14638,0.09102
GMIIIA K491[0][all],O,8,15.999,0.17554,0.01810,0.16152,0.01442,0.52358,0.06128
GMIIIA K491[0][all],Al,13,26.9815384,0.00178,0.00013,0.00164,0.00013,0.00314,0.00044
GMIIIA K491[0][all],Si,14,28.085,0.00231,0.00007,0.00212,0.00008,0.00392,0.00048
GMIIIA K491[0][all],Ti,22,47.867,0.00299,0.00010,0.00275,0.00012,0.00298,0.00037
GMIIIA K491[0][all],Fe,26,55.845,0.00275,0.00007,0.00253,0.00010,0.00235,0.00029
GMIIIA K491[0][all],Ge,32,72.63,0.27237,0.00053,0.25061,0.00700,0.17895,0.02133
GMIIIA K491[0][all],Zr,40,91.224,0.00255,0.00011,0.00235,0.00012,0.00133,0.00017
GMIIIA K491[0][all],Ce,58,140.116,0.00455,0.00013,0.00418,0.00016,0.00155,0.00019
GMIIIA K491[0][all],Ta,73,180.94788,0.00630,0.00035,0.00580,0.00036,0.00166,0.00022
GMIIIA K491[0][all],Pb,82,207.2,0.58251,0.00353,0.53598,0.01493,0.13415,0.01600
# Notes
#   Analytical total: 1.087 ± 0.030
#   Duane-Hunt: 15.03 keV
#   Residual written to GMIIIA K491[0][4][residual].msa.
#   Plot output to 'GMIIIA K491[0][4][quantify].pdf'
# Spectrum
#   GMIIIA K491[1][all]['GMIIIA K491[1][4].msa']
# Fit warnings
#   The k-ratio '[Zr L₁-L₃ + 1 other] = -0.0584 ± 0.0049' is more than 3σ negative.
#   The k-ratio '[Ti L₃-M₅ + 13 others] = -0.00765 ± 0.00073' is more than 3σ negative.
#   The k-ratio '[Ta M₅-N₃ + 2 others] = -0.2891 ± 0.0027' is more than 3σ negative.
#   The k-ratio '[Ce M₁-O₃ + 1 other] = -26.11 ± 0.33' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K491[1][all],B,5,10.81,0.03486,0.02533,0.03207,0.02256,0.15253,0.09429
GMIIIA K491[1][all],O,8,15.999,0.17675,0.01825,0.16262,0.01457,0.52253,0.06339
GMIIIA K491[1][all],Al,13,26.9815384,0.00172,0.00013,0.00158,0.00013,0.00302,0.00043
GMIIIA K491[1][all],Si,14,28.085,0.00200,0.00006,0.00184,0.00008,0.00336,0.00043
GMIIIA K491[1][all],Ti,22,47.867,0.00289,0.00010,0.00266,0.00012,0.00285,0.00037
GMIIIA K491[1][all],Fe,26,55.845,0.00308,0.00007,0.00283,0.00011,0.00261,0.00033
GMIIIA K491[1][all],Ge,32,72.63,0.26975,0.00053,0.24819,0.00719,0.17567,0.02166
GMIIIA K491[1][all],Zr,40,91.224,0.00259,0.00011,0.00238,0.00012,0.00134,0.00017
GMIIIA K491[1][all],Ce,58,140.116,0.00485,0.00013,0.00447,0.00017,0.00164,0.00021
GMIIIA K491[1][all],Ta,73,180.94788,0.00433,0.00035,0.00399,0.00034,0.00113,0.00017
GMIIIA K491[1][all],Pb,82,207.2,0.58406,0.00354,0.53737,0.01551,0.13332,0.01645
# Notes
#   Analytical total: 1.087 ± 0.031
#   Duane-Hunt: 15.04 keV
#   Residual written to GMIIIA K491[1][4][residual].msa.
#   Plot output to 'GMIIIA K491[1][4][quantify].pdf'
# Spectrum
#   GMIIIA K491[2][all]['GMIIIA K491[2][4].msa']
# Fit warnings
#   The k-ratio '[Zr L₁-L₃ + 1 other] = -0.0748 ± 0.0052' is more than 3σ negative.
#   The k-ratio '[Ti L₃-M₅ + 13 others] = -0.00311 ± 0.00074' is more than 3σ negative.
#   The k-ratio '[Pb M₂-M₄] = -0.60 ± 0.17' is more than 3σ negative.
#   The k-ratio '[Ta M₅-N₃ + 2 others] = -0.2813 ± 0.0027' is more than 3σ negative.
#   The k-ratio '[Ce M₁-O₃ + 1 other] = -25.75 ± 0.33' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K491[2][all],B,5,10.81,0.03848,0.02771,0.03581,0.02487,0.16634,0.10025
GMIIIA K491[2][all],O,8,15.999,0.17584,0.01787,0.16362,0.01455,0.51360,0.06657
GMIIIA K491[2][all],Al,13,26.9815384,0.00168,0.00013,0.00156,0.00013,0.00290,0.00044
GMIIIA K491[2][all],Si,14,28.085,0.00306,0.00007,0.00285,0.00011,0.00509,0.00067
GMIIIA K491[2][all],Ti,22,47.867,0.00256,0.00009,0.00238,0.00011,0.00249,0.00034
GMIIIA K491[2][all],Fe,26,55.845,0.00274,0.00007,0.00255,0.00010,0.00229,0.00031
GMIIIA K491[2][all],Ge,32,72.63,0.27285,0.00053,0.25390,0.00784,0.17556,0.02294
